embeds,h_dim,cross_stitch_init,constraint_weight,sigma,directness-train-f1,directness-dev-f1,directness-test-f1,target-train-micro-f1,target-dev-micro-f1,target-test-micro-f1,target-train-macro-f1,target-dev-macro-f1,target-test-macro-f1,sentiment-train-micro-f1,sentiment-dev-micro-f1,sentiment-test-micro-f1,sentiment-train-macro-f1,sentiment-dev-macro-f1,sentiment-test-macro-f1,annotator_sentiment-train-micro-f1,annotator_sentiment-dev-micro-f1,annotator_sentiment-test-micro-f1,annotator_sentiment-train-macro-f1,annotator_sentiment-dev-macro-f1,annotator_sentiment-test-macro-f1,group-train-micro-f1,group-dev-micro-f1,group-test-micro-f1,group-train-macro-f1,group-dev-macro-f1,group-test-macro-f1,avg train,avg dev,avg test
babylon,200,imbalanced,0.1,0.2,0.726962457337884,0.774617067833698,0.7601626016260162,0.6038017144986955,0.5223880597014925,0.5582089552238806,0.4948582248009553,0.329774196833865,0.41189140948203506,0.3501896333754741,0.39858906525573196,0.37735849056603776,0.22478636858204418,0.18099646229573968,0.2182523592322269,0.4716486397902327,0.45179063360881544,0.4631043256997455,0.10161711743520939,0.09990862016448371,0.10196078431372549,0.6362281028699217,0.582089552238806,0.5522388059701493,0.14787447127126127,0.15816601273149955,0.15441076225195585,0.4175518588846309,0.388702185629348,0.3997320549295303
