embeds,h_dim,cross_stitch_init,constraint_weight,sigma,directness-train-f1,directness-dev-f1,directness-test-f1,target-train-micro-f1,target-dev-micro-f1,target-test-micro-f1,target-train-macro-f1,target-dev-macro-f1,target-test-macro-f1,sentiment-train-micro-f1,sentiment-dev-micro-f1,sentiment-test-micro-f1,sentiment-train-macro-f1,sentiment-dev-macro-f1,sentiment-test-macro-f1,annotator_sentiment-train-micro-f1,annotator_sentiment-dev-micro-f1,annotator_sentiment-test-micro-f1,annotator_sentiment-train-macro-f1,annotator_sentiment-dev-macro-f1,annotator_sentiment-test-macro-f1,group-train-micro-f1,group-dev-micro-f1,group-test-micro-f1,group-train-macro-f1,group-dev-macro-f1,group-test-macro-f1,avg train,avg dev,avg test
babylon,200,imbalanced,0.1,0.2,0.7098844672657253,0.6052104208416833,0.6486486486486486,0.8742216687422167,0.6658354114713217,0.6658354114713217,0.5705472572148106,0.43528259463472213,0.42508162451216475,0.4834546657842489,0.531390134529148,0.5534308211473565,0.36343521665010675,0.21627112193393538,0.08320257307471544,0.3184411969380654,0.4326530612244898,0.42072538860103625,0.20463808989182208,0.1806946992804863,0.05604384535381053,0.5289539227895392,0.5386533665835411,0.5361596009975063,0.40419123189699147,0.36899156954321466,0.2681542214644825,0.4953075241303918,0.44166470889361586,0.4063646816967825
