embeds,h_dim,cross_stitch_init,constraint_weight,sigma,directness-train-f1,directness-dev-f1,directness-test-f1
babylon,200,imbalanced,0.1,0.2,0.709706144256456,0.7876923076923078,0.7993779160186626
