embeds,h_dim,cross_stitch_init,constraint_weight,sigma,sentiment-train-micro-f1,sentiment-dev-micro-f1,sentiment-test-micro-f1,sentiment-train-macro-f1,sentiment-dev-macro-f1,sentiment-test-macro-f1
babylon,200,imbalanced,0.1,0.2,0.5699517574086838,0.5634218289085545,0.5483178239083751,0.07231030003265458,0.0820092493638249,0.07043637407007851
