embeds,h_dim,cross_stitch_init,constraint_weight,sigma,directness-train-f1,directness-dev-f1,directness-test-f1
babylon,200,imbalanced,0.1,0.2,0.7048032826454261,0.8204225352112676,0.8347826086956522
