embeds,test_lang,h_dim,cross_stitch_init,constraint_weight,sigma,group-train-micro-f1,group-dev-micro-f1,group-test-micro-f1,group-train-macro-f1,group-dev-macro-f1,group-test-macro-f1
babylon,all,200,imbalanced,0.1,0.2,0.7246696035242289,0.552099533437014,0.5528771384136858,0.5614675485609951,0.3771978800039934,0.3987333054581139
babylon,ar,200,imbalanced,0.1,0.2,0.7246696035242289,0.552099533437014,0.6358208955223881,0.5614675485609951,0.3771978800039934,0.13522265446599196
babylon,en,200,imbalanced,0.1,0.2,0.7246696035242289,0.552099533437014,0.4909090909090909,0.5614675485609951,0.3771978800039934,0.1142831143131788
babylon,fr,200,imbalanced,0.1,0.2,0.7246696035242289,0.552099533437014,0.5685785536159601,0.5614675485609951,0.3771978800039934,0.3670795778366428
